Movie_id,Language,Movie_Name,Genres,Year of Release,Popularity,Vote_Average,Vote_Count,Adult
315162,en,Puss in Boots: The Last Wish,Action Adventure Animation Comedy Family Fantasy,2022-12-07,10895.482,8.6,1824,False
76600,en,Avatar: The Way of Water,Action Adventure Science Fiction,2022-12-14,3390.012,7.724,4271,False
593643,en,The Menu,Comedy Horror Thriller,2022-11-18,501.666,7.3,1508,False
661374,en,Glass Onion: A Knives Out Mystery,Comedy Crime Mystery,2022-11-23,1762.412,7.076,2718,False
800815,en,The Pale Blue Eye,Crime Horror Mystery,2022-12-23,1318.459,7.103,652,False
536554,en,M3GAN,Comedy Horror Science Fiction,2023-01-06,2196.229,7.084,267,False
436270,en,Black Adam,Action Fantasy Science Fiction,2022-10-21,2030.075,7.217,3718,False
19995,en,Avatar,Action Adventure Fantasy Science Fiction,2009-12-15,1690.857,7.562,27799,False
653851,en,Devotion,Drama History War,2022-11-23,570.095,6.691,55,False
361743,en,Top Gun: Maverick,Action Drama,2022-05-24,581.371,8.332,5664,False
858408,en,Dog Gone,Adventure Drama Family,2023-01-13,142.013,6.833,36,False
640146,en,Ant-Man and the Wasp: Quantumania,Adventure Comedy Science Fiction,2023-02-15,112.166,0.0,0,False
545611,en,Everything Everywhere All at Once,Action Adventure Science Fiction,2022-03-24,245.247,8.063,2709,False
505642,en,Black Panther: Wakanda Forever,Action Adventure Science Fiction,2022-11-11,1442.235,7.469,1630,False
674324,en,The Banshees of Inisherin,Comedy Drama,2022-10-21,188.453,7.459,494,False
877269,en,Strange World,Adventure Animation Family Science Fiction,2022-11-23,975.13,6.558,652,False
744594,en,White Noise,Comedy Drama Science Fiction,2022-11-25,161.372,5.688,264,False
899112,en,Violent Night,Action Comedy Crime Thriller,2022-11-30,2441.022,7.695,931,False
555604,en,Guillermo del Toro's Pinocchio,Animation Drama Fantasy,2022-11-18,975.662,8.379,1552,False
804095,en,The Fabelmans,Drama,2022-11-11,153.452,8.016,463,False
634649,en,Spider-Man: No Way Home,Action Adventure Science Fiction,2021-12-15,480.177,8.02,16405,False
414906,en,The Batman,Crime Mystery Thriller,2022-03-02,343.009,7.706,7237,False
668482,en,Roald Dahl's Matilda the Musical,Comedy Family Fantasy,2022-11-25,1388.391,6.824,346,False
872954,en,The Old Way,Action Western,2023-01-06,67.915,6.154,13,False
615777,en,Babylon,Comedy Drama,2022-12-22,157.699,7.538,66,False
718930,en,Bullet Train,Action Comedy Thriller,2022-07-03,360.675,7.514,3100,False
676547,en,Prey for the Devil,Horror Thriller,2022-10-23,1362.122,7.219,386,False
616037,en,Thor: Love and Thunder,Action Comedy Fantasy,2022-07-06,372.616,6.661,5202,False
507086,en,Jurassic World Dominion,Action Adventure Science Fiction,2022-06-01,470.502,6.928,4247,False
817758,en,TÁR,Drama Music,2022-10-07,82.828,7.559,145,False
671,en,Harry Potter and the Philosopher's Stone,Adventure Fantasy,2001-11-16,193.928,7.917,23880,False
453395,en,Doctor Strange in the Multiverse of Madness,Action Adventure Fantasy,2022-05-04,298.569,7.419,6745,False
1063242,fr,Disconnect: The Wedding Planner,Comedy Romance,2023-01-13,68.375,6.0,2,False
791177,en,Bones and All,Drama Horror Romance,2022-11-18,175.909,7.484,530,False
497828,en,Triangle of Sadness,Comedy Drama,2022-09-23,69.644,7.491,580,False
546554,en,Knives Out,Comedy Crime Mystery,2019-11-27,99.699,7.856,10136,False
762504,en,Nope,Horror Mystery Science Fiction Thriller,2022-07-20,124.099,6.941,2371,False
417859,en,Puss in Boots,Action Adventure Animation Comedy Family Western,2011-10-27,646.635,6.5,2946,False
739405,en,Operation Fortune: Ruse de Guerre,Action Comedy Thriller,2023-01-06,148.092,6.722,36,False
597,en,Titanic,Drama Romance,1997-11-18,143.196,7.9,22103,False
965150,en,Aftersun,Drama,2022-10-21,83.29,7.973,200,False
120,en,The Lord of the Rings: The Fellowship of the Ring,Action Adventure Fantasy,2001-12-18,102.788,8.392,22103,False
985939,en,Fall,Thriller,2022-08-11,750.381,7.335,2283,False
882598,en,Smile,Horror Mystery Thriller,2022-09-23,611.562,6.844,1470,False
724495,en,The Woman King,Action Drama History,2022-09-16,1643.371,7.846,1051,False
715931,en,Emancipation,Action Drama History Thriller,2022-12-02,373.859,8.124,675,False
299534,en,Avengers: Endgame,Action Adventure Science Fiction,2019-04-24,131.327,8.273,22466,False
11,en,Star Wars,Action Adventure Science Fiction,1977-05-25,90.321,8.207,18129,False
937278,en,A Man Called Otto,Comedy Drama,2022-12-30,284.688,7.3,49,False
829410,en,Sick,Horror Thriller,2022-09-24,41.394,6.375,32,False
438631,en,Dune,Adventure Science Fiction,2021-10-22,102.783,7.76,6697,False
774752,en,The Guardians of the Galaxy Holiday Special,Adventure Comedy Science Fiction,2022-11-25,317.627,7.388,1045,False
646389,en,Plane,Action Thriller,2023-01-13,140.149,5.625,7,False
705996,ko,헤어질 결심,Crime Drama Mystery Romance Thriller,2022-06-29,129.035,7.354,408,False
830784,en,"Lyle, Lyle, Crocodile",Comedy Family Music,2022-10-07,452.482,7.689,273,False
157336,en,Interstellar,Adventure Drama Science Fiction,2014-11-05,160.333,8.388,30288,False
299536,en,Avengers: Infinity War,Action Adventure Science Fiction,2018-04-25,202.921,8.265,26112,False
664469,en,Amsterdam,Comedy Crime History Mystery Thriller,2022-09-27,75.114,6.161,706,False
760104,en,X,Horror Mystery Thriller,2022-03-18,189.44,6.781,1560,False
556694,en,Three Thousand Years of Longing,Drama Fantasy Romance,2022-08-24,55.519,7.071,607,False
438148,en,Minions: The Rise of Gru,Animation Comedy Family,2022-07-01,319.164,7.489,2516,False
614934,en,Elvis,Drama History Music,2022-06-22,120.469,7.72,2047,False
995133,en,"The Boy, the Mole, the Fox and the Horse",Adventure Animation Family Fantasy,2022-12-25,37.726,8.7,165,False
783675,ja,THE FIRST SLAM DUNK,Animation Comedy Drama,2022-12-03,75.136,8.2,10,False
736526,no,Troll,Action Adventure Fantasy Thriller,2022-12-01,2072.01,6.671,1014,False
837881,en,She Said,Drama History,2022-11-17,82.64,7.307,171,False
49046,de,Im Westen nichts Neues,Action Drama War,2022-10-28,407.895,7.767,1390,False
155,en,The Dark Knight,Action Crime Drama Thriller,2008-07-14,130.549,8.507,28984,False
616820,en,Halloween Ends,Horror Thriller,2022-10-12,143.895,6.428,1110,False
960519,es,Ruido,Drama,2022-10-13,192.072,7.333,9,False
639933,en,The Northman,Action Adventure Fantasy,2022-04-07,208.085,7.123,3004,False
238,en,The Godfather,Crime Drama,1972-03-14,120.671,8.714,17300,False
846433,en,The Enforcer,Action Drama Thriller,2022-09-22,715.198,6.3,46,False
663712,en,Terrifier 2,Horror,2022-10-06,949.668,6.969,895,False
1726,en,Iron Man,Action Adventure Science Fiction,2008-04-30,84.193,7.631,23801,False
800939,en,Ticket to Paradise,Comedy Romance,2022-10-21,69.686,6.9,404,False
785084,en,The Whale,Drama,2022-12-22,146.98,7.1,27,False
579974,te,రౌద్రం రణం రుధిరం,Action Drama,2022-06-01,197.33,7.692,587,False
550,en,Fight Club,Comedy Drama Thriller,1999-10-15,84.419,8.432,25610,False
610150,ja,ドラゴンボール超 スーパーヒーロー,Action Animation Science Fiction,2022-06-11,357.303,7.958,2165,False
744,en,Top Gun,Action Drama,1986-05-16,115.345,7.026,6965,False
348,en,Alien,Horror Science Fiction,1979-05-25,55.175,8.137,12417,False
24428,en,The Avengers,Action Adventure Science Fiction,2012-04-25,132.787,7.708,28055,False
284054,en,Black Panther,Action Adventure Science Fiction,2018-02-13,180.795,7.396,20160,False
675353,en,Sonic the Hedgehog 2,Action Adventure Comedy Family,2022-04-08,343.9,7.612,3576,False
557,en,Spider-Man,Action Fantasy,2002-05-01,86.074,7.257,16605,False
475557,en,Joker,Crime Drama Thriller,2019-10-01,83.614,8.172,21973,False
122,en,The Lord of the Rings: The Return of the King,Action Adventure Fantasy,2003-12-01,86.032,8.471,20936,False
823951,fr,Novembre,Crime Drama Thriller,2022-10-05,28.169,7.466,279,False
766507,en,Prey,Action Science Fiction Thriller,2022-08-02,379.032,7.822,5012,False
370172,en,No Time to Die,Action Adventure Thriller,2021-09-29,98.995,7.437,4913,False
1043565,en,Mindcage,Crime Drama Mystery Thriller,2022-12-16,32.555,7.367,64,False
338953,en,Fantastic Beasts: The Secrets of Dumbledore,Action Adventure Fantasy,2022-04-06,207.849,6.789,3219,False
603,en,The Matrix,Action Science Fiction,1999-03-30,67.259,8.195,22644,False
524434,en,Eternals,Action Adventure Science Fiction,2021-11-03,144.019,7.004,6745,False
913290,en,Barbarian,Horror Thriller,2022-09-08,128.157,6.922,1101,False
497698,en,Black Widow,Action Adventure Science Fiction,2021-07-07,113.944,7.374,8541,False
121,en,The Lord of the Rings: The Two Towers,Action Adventure Fantasy,2002-12-18,81.49,8.374,19212,False
890541,it,7 donne e un mistero,Comedy Mystery,2021-12-25,187.07,5.643,150,False
245891,en,John Wick,Action Thriller,2014-10-22,108.68,7.386,16497,False
1065796,pl,Noc w przedszkolu,Comedy,2022-12-28,209.495,6.026,19,False
680,en,Pulp Fiction,Crime Thriller,1994-09-10,63.325,8.49,24453,False
619730,en,Don't Worry Darling,Mystery Science Fiction Thriller,2022-09-23,114.167,6.872,1269,False
791373,en,Zack Snyder's Justice League,Action Adventure Fantasy Science Fiction,2021-03-18,184.543,8.228,8511,False
682507,en,Where the Crawdads Sing,Drama Mystery Thriller,2022-07-15,111.176,7.628,822,False
335984,en,Blade Runner 2049,Drama Science Fiction,2017-10-04,81.928,7.5,11446,False
843932,en,Nanny,Drama Horror,2022-11-23,21.94,5.41,89,False
315635,en,Spider-Man: Homecoming,Action Adventure Drama Science Fiction,2017-07-05,118.156,7.354,19517,False
329,en,Jurassic Park,Adventure Science Fiction,1993-06-11,30.793,7.932,14314,False
751741,en,Night at the Museum: Kahmunrah Rises Again,Animation Comedy Family Fantasy,2022-12-09,706.641,7.105,143,False
696157,en,Whitney Houston: I Wanna Dance with Somebody,Drama History Music,2022-12-23,42.535,6.873,55,False
429617,en,Spider-Man: Far from Home,Action Adventure Science Fiction,2019-06-28,88.861,7.5,13557,False
385128,en,F9,Action Adventure Crime Thriller,2021-05-19,109.169,7.212,5941,False
760161,en,Orphan: First Kill,Horror Thriller,2022-07-27,388.491,6.802,1481,False
12445,en,Harry Potter and the Deathly Hallows: Part 2,Adventure Fantasy,2011-07-07,162.57,8.113,18166,False
272,en,Batman Begins,Action Crime Drama,2005-06-10,58.409,7.694,18615,False
672,en,Harry Potter and the Chamber of Secrets,Adventure Fantasy,2002-11-13,179.551,7.725,19210,False
105,en,Back to the Future,Adventure Comedy Science Fiction,1985-07-03,58.5,8.308,17420,False
713704,en,Evil Dead Rise,Fantasy Horror Thriller,2023-04-19,138.039,0.0,0,False
673,en,Harry Potter and the Prisoner of Azkaban,Adventure Fantasy,2004-05-31,168.141,8.021,18873,False
949423,en,Pearl,Horror,2022-09-16,59.502,7.395,428,False
335787,en,Uncharted,Action Adventure,2022-02-10,244.044,7.057,4223,False
140607,en,Star Wars: The Force Awakens,Action Adventure Fantasy Science Fiction,2015-12-15,69.168,7.306,17652,False
532639,en,Pinocchio,Adventure Family Fantasy,2022-09-07,502.887,6.593,1243,False
99861,en,Avengers: Age of Ultron,Action Adventure Science Fiction,2015-04-22,111.359,7.285,20824,False
10138,en,Iron Man 2,Action Adventure Science Fiction,2010-05-07,128.553,6.831,18830,False
740952,en,Savage Salvation,Action Crime Drama Thriller,2022-12-02,1422.32,5.4,33,False
436969,en,The Suicide Squad,Action Adventure Comedy,2021-07-28,119.99,7.602,6918,False
808,en,Shrek,Adventure Animation Comedy Family Fantasy,2001-05-18,251.827,7.708,14735,False
674,en,Harry Potter and the Goblet of Fire,Adventure Family Fantasy,2005-11-16,166.435,7.818,18176,False
579496,en,Call Jane,Drama History,2022-10-27,242.521,6.655,74,False
324857,en,Spider-Man: Into the Spider-Verse,Action Adventure Animation Science Fiction,2018-12-14,106.469,8.411,12205,False
102899,en,Ant-Man,Action Adventure Science Fiction,2015-07-14,76.217,7.082,17847,False
718789,en,Lightyear,Action Adventure Animation Family Science Fiction,2022-06-15,163.187,7.165,2548,False
271110,en,Captain America: Civil War,Action Adventure Science Fiction,2016-04-27,96.107,7.439,20684,False
1858,en,Transformers,Action Adventure Science Fiction,2007-06-27,22.307,6.752,9850,False
13,en,Forrest Gump,Comedy Drama Romance,1994-06-23,80.217,8.479,23967,False
890980,es,Los renglones torcidos de Dios,Drama Mystery Thriller,2022-10-06,119.622,7.43,323,False
675,en,Harry Potter and the Order of the Phoenix,Adventure Fantasy Mystery,2007-06-28,151.783,7.689,17191,False
1891,en,The Empire Strikes Back,Action Adventure Science Fiction,1980-05-20,27.015,8.394,14948,False
27205,en,Inception,Action Adventure Science Fiction,2010-07-15,83.755,8.361,32981,False
98,en,Gladiator,Action Adventure Drama,2000-05-04,80.155,8.205,15992,False
508947,en,Turning Red,Animation Comedy Family Fantasy,2022-03-10,288.167,7.5,3779,False
646385,en,Scream,Horror Mystery Thriller,2022-01-12,126.684,6.703,1986,False
22,en,Pirates of the Caribbean: The Curse of the Black Pearl,Action Adventure Fantasy,2003-07-09,113.871,7.8,18312,False
278,en,The Shawshank Redemption,Crime Drama,1994-09-23,94.662,8.7,23089,False
767,en,Harry Potter and the Half-Blood Prince,Adventure Fantasy,2009-07-07,191.187,7.702,17028,False
771,en,Home Alone,Comedy Family,1990-11-16,3.39,7.4,9610,False
566525,en,Shang-Chi and the Legend of the Ten Rings,Action Adventure Fantasy,2021-09-01,185.756,7.639,7630,False
1771,en,Captain America: The First Avenger,Action Adventure Science Fiction,2011-07-22,52.327,6.989,19432,False
526896,en,Morbius,Action Fantasy Science Fiction,2022-03-30,159.338,6.241,3133,False
363088,en,Ant-Man and the Wasp,Action Adventure Science Fiction,2018-07-04,60.519,6.965,11765,False
299537,en,Captain Marvel,Action Adventure Science Fiction,2019-03-06,62.385,6.881,13848,False
562,en,Die Hard,Action Thriller,1988-07-15,52.772,7.758,9642,False
854006,ja,牛首村,Horror,2022-02-18,24.231,5.3,10,False
280,en,Terminator 2: Judgment Day,Action Science Fiction Thriller,1991-07-03,80.824,8.088,10998,False
946706,es,Objetos,Thriller,2022-09-30,18.624,6.6,5,False
12444,en,Harry Potter and the Deathly Hallows: Part 1,Adventure Fantasy,2010-10-06,140.716,7.772,16834,False
8587,en,The Lion King,Animation Drama Family,1994-06-23,105.545,8.259,16135,False
78,en,Blade Runner,Drama Science Fiction Thriller,1982-06-25,55.92,7.931,12077,False
283995,en,Guardians of the Galaxy Vol. 2,Action Adventure Science Fiction,2017-04-19,82.063,7.627,19144,False
118340,en,Guardians of the Galaxy,Action Adventure Science Fiction,2014-07-30,36.516,7.905,25394,False
284053,en,Thor: Ragnarok,Action Adventure Comedy Fantasy Science Fiction,2017-10-24,90.264,7.603,18651,False
1029827,hi,दृश्यम २,Crime Drama Mystery Thriller,2022-11-18,13.228,7.7,20,False
900667,ja,ONE PIECE FILM RED,Action Adventure Animation Fantasy,2022-08-06,139.158,7.294,267,False
447365,en,Guardians of the Galaxy Volume 3,Action Adventure Science Fiction,2023-05-05,41.463,0.0,0,False
68721,en,Iron Man 3,Action Adventure Science Fiction,2013-04-18,72.813,6.929,20246,False
987750,es,Inspector Sun y la maldición de la viuda negra,Animation Family,2022-12-28,309.488,7.0,46,False
829280,en,Enola Holmes 2,Adventure Comedy Crime Mystery,2022-11-04,294.7,7.65,1630,False
791155,en,Secret Headquarters,Action Adventure Family Science Fiction,2022-08-12,234.523,6.799,204,False
676710,en,The Amazing Maurice,Adventure Animation Comedy Family Fantasy,2022-12-16,27.877,6.0,18,False
603692,en,John Wick: Chapter 4,Action Crime Thriller,2023-03-22,160.691,0.0,0,False
181812,en,Star Wars: The Rise of Skywalker,Action Adventure Science Fiction,2019-12-18,57.904,6.404,8380,False
129,ja,千と千尋の神隠し,Animation Family Fantasy,2002-09-20,86.852,8.539,13816,False
629542,en,The Bad Guys,Action Adventure Animation Comedy Crime,2022-03-17,173.176,7.69,1312,False
85,en,Raiders of the Lost Ark,Action Adventure,1981-06-12,58.869,7.923,10637,False
209112,en,Batman v Superman: Dawn of Justice,Action Adventure Fantasy,2016-03-23,78.098,5.937,16428,False
496243,ko,기생충,Comedy Drama Thriller,2019-05-30,66.154,8.516,15073,False
109445,en,Frozen,Adventure Animation Family Fantasy,2013-11-20,86.425,7.25,14870,False
615952,en,Armageddon Time,Drama,2022-10-28,46.827,6.759,166,False
100402,en,Captain America: The Winter Soldier,Action Adventure Science Fiction,2014-03-20,42.507,7.678,16919,False
372058,ja,君の名は。,Animation Drama Romance,2016-08-26,90.755,8.5,9410,False
76341,en,Mad Max: Fury Road,Action Adventure Science Fiction,2015-05-13,70.516,7.569,20151,False
624860,en,The Matrix Resurrections,Action Adventure Science Fiction,2021-12-16,121.272,6.56,4466,False
330459,en,Rogue One: A Star Wars Story,Action Adventure Science Fiction,2016-12-14,41.648,7.483,13734,False
10195,en,Thor,Action Adventure Fantasy,2011-04-21,74.446,6.768,19192,False
756999,en,The Black Phone,Horror Thriller,2022-06-22,260.848,7.806,3387,False
406759,en,Moonfall,Science Fiction,2022-02-03,159.584,6.385,2181,False
1724,en,The Incredible Hulk,Action Adventure Science Fiction,2008-06-12,58.042,6.206,10406,False
676701,es,Tadeo Jones 3: La Tabla Esmeralda,Adventure Animation Comedy Family Fantasy,2022-08-24,279.143,7.753,187,False
49051,en,The Hobbit: An Unexpected Journey,Action Adventure Fantasy,2012-11-26,81.513,7.319,16625,False
683328,id,The Big 4,Action Comedy Crime,2022-12-19,1260.106,6.9,78,False
62,en,2001: A Space Odyssey,Adventure Mystery Science Fiction,1968-04-02,53.832,8.08,9883,False
569094,en,Spider-Man: Across the Spider-Verse,Action Adventure Animation Science Fiction,2023-06-02,89.997,0.0,0,False
284052,en,Doctor Strange,Action Adventure Fantasy,2016-10-25,120.197,7.428,20048,False
580489,en,Venom: Let There Be Carnage,Action Adventure Science Fiction,2021-09-30,198.242,6.9,8417,False
218,en,The Terminator,Action Science Fiction Thriller,1984-10-26,50.534,7.636,11134,False
1892,en,Return of the Jedi,Action Adventure Science Fiction,1983-05-25,28.093,7.886,13763,False
502356,en,The Super Mario Bros. Movie,Adventure Animation Comedy Family Fantasy,2023-03-23,194.913,0.0,0,False
313369,en,La La Land,Comedy Drama Music Romance,2016-11-29,38.998,7.883,14830,False
539681,en,DC League of Super-Pets,Action Animation Comedy Family Science Fiction,2022-07-27,255.975,7.417,1065,False
122917,en,The Hobbit: The Battle of the Five Armies,Action Adventure Fantasy,2014-12-10,118.6,7.303,12597,False
297762,en,Wonder Woman,Action Adventure Fantasy,2017-05-30,75.844,7.241,18298,False
568124,en,Encanto,Animation Comedy Family Fantasy,2021-10-13,296.041,7.658,7824,False
297802,en,Aquaman,Action Adventure Fantasy,2018-12-07,57.008,6.905,12308,False
1057648,fr,Happy Nous Year,Comedy Romance,2022-12-28,8.622,4.667,42,False
242,en,The Godfather Part III,Crime Drama Thriller,1990-12-25,93.529,7.417,5268,False
293660,en,Deadpool,Action Adventure Comedy,2016-02-09,115.448,7.602,27811,False
862965,en,Emily the Criminal,Crime Drama Thriller,2022-08-12,335.918,6.835,358,False
631842,en,Knock at the Cabin,Horror Mystery Thriller,2023-02-03,66.717,0.0,0,False
752623,en,The Lost City,Action Adventure Comedy,2022-03-24,211.32,6.662,2479,False
399566,en,Godzilla vs. Kong,Action Fantasy Science Fiction,2021-03-24,142.138,7.713,8498,False
49026,en,The Dark Knight Rises,Action Crime Drama Thriller,2012-07-16,67.138,7.775,20377,False
10681,en,WALL·E,Animation Family Science Fiction,2008-06-22,66.121,8.069,16567,False
938008,ko,더 킬러: 죽어도 되는 아이,Action Crime,2022-07-13,87.594,8.066,206,False
760204,en,The Lair,Action Horror,2022-10-28,376.65,5.804,56,False
615173,ko,마녀 2,Action Mystery Science Fiction Thriller,2022-06-15,93.204,7.3,113,False
760741,en,Beast,Adventure Horror Thriller,2022-08-11,375.898,6.917,959,False
240,en,The Godfather Part II,Crime Drama,1974-12-20,73.612,8.601,10472,False
832544,id,Mencuri Raden Saleh,Action Crime Drama,2022-08-25,12.887,8.2,8,False
744276,en,After Ever Happy,Drama Romance,2022-08-24,249.86,6.92,740,False
458156,en,John Wick: Chapter 3 - Parabellum,Action Crime Thriller,2019-05-15,146.43,7.435,8515,False
1061117,en,The Hatchet Wielding Hitchhiker,Crime Documentary,2023-01-10,30.299,6.154,26,False
976720,en,Vesper,Adventure Drama Science Fiction,2022-08-17,68.991,6.627,260,False
353081,en,Mission: Impossible - Fallout,Action Adventure,2018-07-13,58.442,7.399,6943,False
558,en,Spider-Man 2,Action Adventure Fantasy,2004-06-25,27.229,7.231,13334,False
1893,en,Star Wars: Episode I - The Phantom Menace,Action Adventure Science Fiction,1999-05-19,31.034,6.518,12838,False
862,en,Toy Story,Adventure Animation Comedy Family,1995-10-30,121.584,7.965,16254,False
518896,zh,明日戰記,Action Drama Science Fiction,2022-08-05,152.141,7.371,259,False
550988,en,Free Guy,Adventure Comedy Science Fiction,2021-08-13,99.907,7.604,6750,False
614939,en,Bros,Comedy Romance,2022-09-30,23.423,7.175,291,False
1930,en,The Amazing Spider-Man,Action Adventure Fantasy,2012-06-23,93.245,6.677,15604,False
964822,en,The Drop,Comedy,2022-06-11,26.068,6.111,9,False
835017,ta,வாரிசு,Action Drama,2023-01-11,16.514,6.7,3,False
551271,en,Medieval,Action Drama History,2022-09-08,749.822,7.199,291,False
297761,en,Suicide Squad,Action Adventure Fantasy,2016-08-03,55.071,5.914,19460,False
464052,en,Wonder Woman 1984,Action Adventure Fantasy,2020-12-16,143.62,6.519,7340,False
324552,en,John Wick: Chapter 2,Action Crime Thriller,2017-02-08,156.282,7.289,10814,False
89,en,Indiana Jones and the Last Crusade,Action Adventure,1989-05-24,50.688,7.835,8594,False
181808,en,Star Wars: The Last Jedi,Action Adventure Science Fiction,2017-12-13,51.885,6.846,13637,False
464052,en,Wonder Woman 1984,Action Adventure Fantasy,2020-12-16,143.62,6.519,7340,False
1895,en,Star Wars: Episode III - Revenge of the Sith,Action Adventure Science Fiction,2005-05-17,41.068,7.394,12075,False
679,en,Aliens,Action Science Fiction Thriller,1986-07-18,56.954,7.912,8186,False
354912,en,Coco,Adventure Animation Comedy Family Fantasy Music,2017-10-27,122.498,8.227,16745,False
1865,en,Pirates of the Caribbean: On Stranger Tides,Action Adventure Fantasy,2011-05-14,113.382,6.526,12553,False
335983,en,Venom,Action Science Fiction,2018-09-28,76.719,6.833,14045,False
934433,en,Scream VI,Horror Mystery Thriller,2023-03-08,34.16,0.0,0,False
809,en,Shrek 2,Adventure Animation Comedy Family Fantasy Romance,2004-05-19,211.785,7.208,10567,False
106646,en,The Wolf of Wall Street,Comedy Crime Drama,2013-12-25,100.269,8.036,20923,False
566805,en,Mad Heidi,Action Adventure Comedy Fantasy Horror,2022-11-24,14.729,6.022,23,False
772,en,Home Alone 2: Lost in New York,Adventure Comedy Family,1992-11-19,147.14,6.694,8245,False
660033,pl,Jak zostałem gangsterem. Historia prawdziwa,Crime,2019-12-12,20.689,7.066,76,False
81774,fr,Les Exploits d'un jeune Don Juan,Comedy Drama,1986-11-04,463.6,5.62,117,False
338958,en,Disenchanted,Comedy Family Fantasy,2022-11-18,442.104,7.048,675,False
268,en,Batman,Action Crime Fantasy,1989-06-23,40.651,7.208,6699,False
76338,en,Thor: The Dark World,Action Adventure Fantasy,2013-10-30,61.49,6.6,15659,False
1013860,en,R.I.P.D. 2: Rise of the Damned,Action Comedy Crime Fantasy,2022-11-15,815.704,6.594,330,False
758009,en,Shotgun Wedding,Action Comedy,2022-12-28,47.427,6.4,6,False
668461,en,Slumberland,Adventure Drama Family Fantasy,2022-11-18,251.32,7.637,532,False
577922,en,Tenet,Action Science Fiction Thriller,2020-08-22,60.223,7.206,7941,False
725201,en,The Gray Man,Action Thriller,2022-07-13,117.504,7.02,2587,False
522526,en,Mona Lisa and the Blood Moon,Fantasy Mystery Science Fiction Thriller,2022-09-30,18.29,6.259,29,False
49521,en,Man of Steel,Action Adventure Science Fiction,2013-06-12,64.379,6.6,13704,False
411,en,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure Family Fantasy,2005-12-07,1858.885,7.109,9174,False
263115,en,Logan,Action Drama Science Fiction,2017-02-28,106.459,7.813,17431,False
632856,en,Spirited,Comedy,2022-11-10,89.405,7.085,354,False
58,en,Pirates of the Caribbean: Dead Man's Chest,Action Adventure Fantasy,2006-07-06,95.602,7.333,14163,False
36557,en,Casino Royale,Action Adventure Thriller,2006-11-14,43.904,7.523,9436,False
333339,en,Ready Player One,Action Adventure Science Fiction,2018-03-28,76.819,7.618,13640,False
269149,en,Zootopia,Adventure Animation Comedy Family,2016-02-11,96.28,7.746,14549,False
135397,en,Jurassic World,Action Adventure Science Fiction Thriller,2015-06-12,81.365,6.677,18745,False
1066719,en,Mumbai Mafia: Police vs the Underworld,Crime Documentary,2023-01-06,12.507,6.3,6,False
559,en,Spider-Man 3,Action Adventure Fantasy,2007-05-01,77.943,6.374,12341,False
691214,fr,Pacifiction,Drama Mystery Thriller,2022-11-03,10.142,6.86,25,False
425909,en,Ghostbusters: Afterlife,Adventure Comedy Fantasy,2021-11-19,114.143,7.537,3409,False
807,en,Se7en,Crime Mystery Thriller,1995-09-22,50.612,8.36,18194,False
620,en,Ghostbusters,Comedy Fantasy,1984-06-08,29.476,7.465,7732,False
141052,en,Justice League,Action Adventure Science Fiction,2017-11-15,99.605,6.113,11795,False
601796,ko,외계+인 1부,Action Adventure Fantasy Science Fiction,2022-07-20,90.119,7.276,87,False
12,en,Finding Nemo,Animation Family,2003-05-30,100.713,7.824,17243,False
102382,en,The Amazing Spider-Man 2,Action Adventure Fantasy,2014-04-16,85.829,6.482,11639,False
520023,en,Bodies Bodies Bodies,Comedy Horror,2022-08-05,28.757,6.531,420,False
101,en,Léon: The Professional,Action Crime Drama,1994-09-14,50.704,8.32,12830,False
399579,en,Alita: Battle Angel,Action Adventure Science Fiction,2019-01-31,55.468,7.202,7924,False
57158,en,The Hobbit: The Desolation of Smaug,Action Adventure Fantasy,2013-12-11,132.996,7.571,11638,False
714888,es,"Argentina, 1985",Drama,2022-09-29,77.119,8.209,242,False
244786,en,Whiplash,Drama Music,2014-10-10,66.855,8.375,12961,False
259316,en,Fantastic Beasts and Where to Find Them,Action Adventure Fantasy,2016-11-16,77.534,7.343,17331,False
330457,en,Frozen II,Adventure Animation Comedy Family Fantasy,2019-11-20,99.239,7.3,8617,False
814338,en,Lady Chatterley's Lover,Drama Romance,2022-09-02,133.414,6.741,189,False
823625,en,Blacklight,Action Thriller,2022-02-10,103.928,6.286,781,False
860854,en,Bromates,Comedy,2022-10-07,190.205,5.7,10,False
1001865,en,Scrooge: A Christmas Carol,Animation Drama Family Fantasy,2022-11-18,280.193,6.669,239,False
1894,en,Star Wars: Episode II - Attack of the Clones,Action Adventure Science Fiction,2002-05-15,51.503,6.544,11652,False
530915,en,1917,Drama History War,2019-12-25,45.547,7.983,10597,False
166426,en,Pirates of the Caribbean: Dead Men Tell No Tales,Action Adventure Fantasy,2017-05-23,79.816,6.6,10687,False
810693,ja,劇場版 呪術廻戦 0,Action Animation Fantasy,2021-12-24,325.752,8.263,757,False
961484,en,Last Seen Alive,Action Thriller,2022-05-19,138.689,6.657,576,False
1015963,en,High Heat,Action Comedy Crime,2022-12-16,1257.116,4.9,21,False
979924,en,On the Line,Thriller,2022-10-31,325.524,6.321,226,False
763285,en,Ambulance,Action Crime Thriller,2022-03-16,100.224,6.796,1390,False
457232,en,Lamborghini: The Man Behind the Legend,Drama,2022-11-18,32.37,6.419,68,False
